Text,Mood
i finished a story and feel fantastic jun,joy
i end up with the distinct feeling that what theyre purchasing from me is not a dance or many dances or even an evening of pleasant company but an entire relationship,joy
i understand needing someone to be strict with you to feel safe with yourself,joy
im feeling very joyful this evening,joy
i feel like im getting less intelligent more and more each day,joy
i am feeling a bit im obviously not clever enough to get this stuff right now,joy
im feeling all festive and extremely excited for next days to fly by,joy
ill admit i have my days of feeling super whoa is me and i miss my old body,joy
i can stay awake whole night feeling all energetic and stuff,joy
im sure he grew up never feeling safe or loved,joy
i stop when i feel satisfied by the color combination or gestural marks and sometimes at the end of the layering the result is less than desirable and other times it s a wonderful surprise,joy
i could not help but feel the joy of the actors on screen because slumdog millionaire is indeed triumphant,joy
i am feeling fab u lous after my mile run this morning,joy
i just feel invigorated even at am in the morning,joy
im not sure ive ever wanted to beat my head against my desk as much as i have in the utter shambles that is the debate in the skeptical circles over womens right to feel safe,joy
im standing in a check out line someplace partially because i feel like im spending all of my precious free time in check out lines,joy
